"objectbox-java\src\main\java\io\objectbox\ObjectClassObserver.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\flatbuffers\ByteBufferUtil.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\model\ValidateOnOpenMode.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\exception\NumericOverflowException.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\flatbuffers\Utf8Safe.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\query\QueryObserverTest.java","Tests"
"tests\objectbox-java-test\src\test\java\io\objectbox\sync\ConnectivityMonitorTest.java","Tests"
"objectbox-java\src\main\java\io\objectbox\exception\DbDetachedException.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\relation\AbstractRelationTest.java","Tests"
"objectbox-java\src\main\java\io\objectbox\internal\IdGetter.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\reactive\Scheduler.java","Source Code"
"gradle\wrapper\gradle-wrapper.properties","Configuration"
"objectbox-java\src\main\java\io\objectbox\flatbuffers\FloatVector.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\model\Model.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\config\ValidateOnOpenModeKv.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\relation\ToOneTest.java","Tests"
"tests\objectbox-java-test\src\main\java\io\objectbox\index\IndexReaderRenewTest.java","Tests"
"objectbox-rxjava3\src\test\java\io\objectbox\rx3\QueryObserverTest.java","Tests"
"tests\objectbox-java-test\src\test\java\io\objectbox\BoxStoreTestK.kt","Tests"
"objectbox-java\src\main\java\io\objectbox\tree\LeafNode.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\flatbuffers\ShortVector.java","Source Code"
".gitlab\merge_request_templates\Default.md","Documentation"
"tests\objectbox-java-test\src\test\java\io\objectbox\tree\DataLeafCursor.java","Tests"
"objectbox-java\src\main\java\objectstore\PropertyType.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\tree\MetaBranch.java","Tests"
"objectbox-java\src\main\java\io\objectbox\reactive\DataSubscription.java","Source Code"
"tests\objectbox-java-test\src\main\java\io\objectbox\relation\Customer.java","Tests"
"objectbox-java\src\main\java\io\objectbox\exception\NonUniqueResultException.java","Source Code"
"tests\objectbox-java-test\src\main\java\io\objectbox\ObjectClassListenerTest.java","Tests"
"objectbox-java\libs\flatbuffers-java-1.4.0-SNAPSHOT.jar","Configuration"
"objectbox-java\src\main\java\io\objectbox\sync\SyncChangesListener.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\internal\WeakObjectClassObserver.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\query\OrderFlags.java","Source Code"
"objectbox-java-api\src\main\java\io\objectbox\annotation\IndexType.java","Source Code"
"objectbox-java-api\src\main\java\io\objectbox\annotation\IdCompanion.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\EntityInfo.java","Source Code"
".github\ISSUE_TEMPLATE.md","Documentation"
"objectbox-java\src\main\java\io\objectbox\sync\SyncClient.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\sync\listener\SyncCompletedListener.java","Source Code"
"tests\objectbox-java-test\.gitignore","Configuration"
"objectbox-java\src\main\java\io\objectbox\converter\StringFlexMapConverter.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\tree\Tree.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\exception\PagesCorruptException.java","Source Code"
"settings.gradle","Configuration"
"objectbox-java\src\main\java\io\objectbox\package-info.java","Documentation"
"objectbox-rxjava\README.md","Documentation"
"objectbox-kotlin\src\main\kotlin\io\objectbox\kotlin\Box.kt","Source Code"
"objectbox-java\src\main\java\io\objectbox\LibInit.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\sync\ConnectCallback.java","Source Code"
"objectbox-kotlin\src\main\kotlin\io\objectbox\kotlin\Extensions.kt","Source Code"
"tests\objectbox-java-test\src\main\java\io\objectbox\PerformanceBytesTest.java","Tests"
"objectbox-java\src\main\java\io\objectbox\model\TreeOptionFlags.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\query\QueryRelationCountTest.java","Tests"
"objectbox-java-api\src\main\java\io\objectbox\annotation\Transient.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\relation\ToMany.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\query\QueryFilter.java","Source Code"
"objectbox-java\src\main\java\io\objectbox\ModelBuilder.java","Source Code"
"Jenkinsfile","Configuration"
"objectbox-java\src\main\java\io\objectbox\flatbuffers\Utf8Old.java","Source Code"
"tests\objectbox-java-test\src\main\java\io\objectbox\SimpleEntityInfo.java","Tests"
"objectbox-java-api\src\main\java\io\objectbox\converter\package-info.java","Documentation"
"objectbox-java-api\src\main\java\io\objectbox\annotation\OrderBy.java","Source Code"
"tests\objectbox-java-test\src\main\java\io\objectbox\TestUtils.java","Tests"
"tests\objectbox-java-test\src\test\java\io\objectbox\relation\ToManyStandaloneTest.java","Tests"
"objectbox-java\src\main\java\io\objectbox\query\Query.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\ObjectClassObserverTest.java","Tests"
"tests\objectbox-java-test\src\main\java\io\objectbox\query\LazyListTest.java","Tests"
"objectbox-java-api\src\main\java\io\objectbox\annotation\package-info.java","Documentation"
"objectbox-java\src\main\java\io\objectbox\sync\SyncBuilder.java","Source Code"
"objectbox-rxjava3\src\test\java\io\objectbox\query\FakeQueryPublisher.java","Tests"
"objectbox-java\src\main\java\io\objectbox\internal\DebugCursor.java","Source Code"
"tests\objectbox-java-test\src\main\java\io\objectbox\relation\MultithreadedRelationTest.java","Tests"
"tests\objectbox-java-test\src\main\java\io\objectbox\ObjectClassObserverTest.java","Tests"
"tests\objectbox-java-test\src\test\java\io\objectbox\PerformanceBytesTest.java","Tests"
"objectbox-java\src\main\java\io\objectbox\internal\ToOneGetter.java","Source Code"
"tests\objectbox-java-test\src\test\java\io\objectbox\query\QueryScalarVectorTest.java","Tests"
"objectbox-java\src\main\java\io\objectbox\sync\ConnectivityMonitor.java","Source Code"
